yelping_since,useful,compliment_photos,compliment_list,compliment_funny,compliment_plain,review_count,elite,fans,compliment_note,funny,compliment_writer,compliment_cute,average_stars,user_id,compliment_more,friends,compliment_hot,cool,name,compliment_profile,compliment_cool
3/11/2014,2,0,0,0,0,5,None,0,0,1,0,0,1.67,zuiVfy6oJy_N86nw0Wv4Zg,0,None,0,0,I Don't,0,0
3/12/2015,2,0,0,0,0,3,None,0,0,0,0,0,4,M6cAcVnXovRrbisRPeqmiQ,0,None,0,0,Temeika,0,0
2/28/2014,0,0,0,0,0,10,None,1,0,0,0,0,4.8,wEUzxhyf7ngRbxS7jIeqsQ,0,None,0,0,Aja,0,0
8/19/2014,1,0,0,0,0,2,None,0,0,0,0,0,1,UVVpMz4kCJQcLgnrOOurig,0,None,0,0,Jon,0,0
1/5/2014,0,0,0,0,1,4,None,0,0,0,0,0,4,d1p2M9zMuFPjvOWxhtFuNg,0,None,0,0,Dellene,0,0
12/8/2014,0,0,0,0,0,1,None,0,0,0,0,0,1,LmY9SSZ5vE-GdDA-xjpKBw,0,None,0,0,Jared,0,0
3/6/2017,2,0,0,0,0,1,None,0,0,0,0,0,1,O3M8V0BILOsInl_8Av71jw,0,None,0,0,Ronald,0,0
8/5/2016,0,0,0,0,0,4,None,0,0,0,0,0,2.4,NtYXqEQzJfvwtR2YMhyfwQ,0,None,0,0,Gary,0,0
7/18/2016,0,0,0,0,1,8,None,0,0,0,1,0,3.33,5ON3bSSwfWIgqxn3cvRQsQ,0,None,0,0,Brandon,0,0
7/19/2013,2,0,0,0,0,1,None,0,0,0,0,0,5,aah4ei870eLL_lRD6r2Jxw,0,None,0,0,Zainab,0,0
11/15/2011,0,0,0,0,0,7,None,0,0,0,0,0,1.86,czwv4Btham0aIPTvAFoNqw,0,None,0,0,Freddie,0,0
5/6/2016,2,0,0,0,0,1,None,0,0,0,0,0,2,iYXxZBb2trmIozioddpL5g,0,None,0,0,Amber,0,0
8/31/2010,0,0,0,0,0,3,None,0,0,0,0,0,2.33,vfDj6S7vWjjfy9jlkPTfeA,0,None,0,0,tim,0,0
10/5/2010,0,0,0,0,0,1,None,0,0,0,0,0,5,9MwxXVTtRMMjg6szI4KyOA,0,None,0,0,Joanna,0,0
9/9/2016,0,0,0,0,0,1,None,0,0,0,0,0,5,EbVuN0Ir0-hfvP7c5pfc3A,0,None,0,0,Vicky,0,0
7/2/2010,1,0,0,0,0,1,None,0,0,0,0,0,3,EbVuN0Ir0-hfvP7c5pfc3B,0,None,0,1,RJ,0,0
7/6/2013,0,0,0,0,0,17,None,0,0,2,1,0,3.12,FrLvmygqsfjtHGRx4-poaA,0,None,0,0,Bruce,0,0
10/6/2013,1,0,0,0,0,8,None,0,0,0,0,0,2.88,LSXqKE7u1gSWeCTdRUFhnA,0,None,0,0,C,0,0
7/1/2016,1,0,0,0,0,1,None,0,0,0,0,0,1,sGT7S3mX3xRsK3Uz7ro4ug,0,None,0,0,AImee,0,0
1/22/2013,11,0,0,0,0,11,None,0,0,0,0,0,3.38,ZNESGFYfd19WknrI63li3A,0,None,0,0,Enrique,0,0
8/26/2015,0,0,0,0,0,8,None,0,0,0,0,0,2.5,bRjwncjGoI0ZEdezSKeAYQ,0,None,0,0,Lex,0,0
3/14/2011,2,0,0,0,0,12,None,0,0,0,0,0,3.77,xjmpdJon4hgleU1P5Dj2Pg,0,None,0,0,Romeo,0,0
10/24/2015,0,0,0,0,0,2,None,0,0,0,0,0,3,wBz7XZN7GeACCMnpAfgvSQ,0,None,0,0,Amanda,0,0
7/14/2012,0,0,0,0,0,2,None,0,0,0,0,0,2.5,CrrG2ebNtvrj_68pltZlYw,0,None,0,0,Ron,0,0
12/28/2009,0,0,0,0,0,4,None,0,0,0,0,0,3.5,JcKUiHAQ9cWGSO_qFbzlKw,1,None,0,0,Vai,0,0
8/25/2011,0,0,0,0,0,2,None,0,0,0,0,0,3,EbVuN0Ir0-hfvP7c5pfc3B,0,None,0,0,Pat,0,0
2/11/2010,1,0,0,0,0,3,None,0,0,0,0,0,3.67,SBjy6tJY4E8BHfAJ1PIS0w,0,None,0,1,Camam Imports,0,0
4/29/2011,0,0,0,0,0,2,None,0,0,0,0,0,5,ZEAXQ8nctiAtj3UrD5S7qw,0,None,0,0,Laurel,0,0
5/31/2014,1,0,0,0,0,4,None,0,0,0,0,0,1.75,mNzy0-YVTJTP2jqHR7zWwQ,0,None,0,0,Walter,0,0
1/12/2016,0,0,0,0,0,1,None,0,0,0,0,0,1,D1PcuD9Owj4vwXflUnGijQ,0,None,0,0,Jorge,0,0
6/21/2011,0,0,0,0,1,5,None,3,0,0,1,0,3,sv9iapOU9KNn0JFZcbbpUw,1,None,0,0,Curtis,0,0
4/2/2015,0,0,0,0,0,2,None,0,0,0,0,0,5,VNw1NYRbwTvpjvLE0nEr_Q,0,None,0,0,Bob,0,0
10/18/2011,0,0,0,0,0,8,None,0,0,0,0,0,3.75,F32weszLxep45EJFuGAOLg,0,None,0,0,Linda,0,0
6/10/2014,1,0,0,0,0,1,None,0,0,0,0,0,2.5,wE7dOLiZ9pwL2MyTccey-g,0,None,0,0,Wander,0,0
12/26/2009,2,0,0,0,1,84,None,1,1,1,0,0,3.75,rMkz1mjevjl8xqrypZwHzw,0,None,1,0,Daniel,0,0
1/13/2016,0,0,0,0,0,1,None,0,0,0,0,0,5,EetIHdBj-3SngJXHnaYYkg,0,None,0,0,Jason,0,0
12/28/2011,1,0,0,0,0,1,None,0,0,0,0,0,5,B_hSPBljhId4K7LGy7aX_A,0,None,0,1,Nancy,0,0
5/23/2017,1,0,0,0,0,5,None,0,0,0,0,0,3.67,Zz18uz08eyhMAkCJOkFDJQ,0,None,0,0,Brianna,0,0
10/18/2010,1,0,0,0,0,7,None,0,0,0,0,0,3.57,E2R4WD4n7V1bGXAtLe8AHQ,0,None,0,0,Tem,0,0
10/24/2012,0,0,0,0,0,4,None,0,1,0,0,0,5,Ykbb0q-NEtJxRK8UPfSURA,0,None,0,0,George,0,0
10/19/2013,0,0,0,0,0,1,None,1,0,0,0,0,1,GkAkJLmAZn9Tad3FvMwMog,0,None,0,0,Lisa,0,0
7/8/2013,0,0,0,0,0,3,None,0,0,0,0,0,2,AAxJbjcq94NaqUJGFE362g,0,None,0,0,K,0,0
1/5/2014,2,0,0,0,0,12,None,0,0,1,0,0,2.92,pTuhehStwZHOY5kDnUv_Wg,0,None,0,1,Hannah,0,0
1/2/2012,6,0,0,0,0,8,None,0,0,0,0,0,3.89,B3xwUPXMlCb7_5IEDlq4Uw,0,"YwaKGmRNnSa3R3N4Hf9jLw, NDjDKV7IWeqS_kvdlNS9zw, eArNPOynylyfcXxQqXag-g, 7NAKCkRMw8Qwke3BWOgE8A, syA7uYoDjohc7gWBWaEZmw, bvOicnFbku4B1mK12fIP6Q, wGcbKPOJYpnAB-Oi86_AtQ, ysvphNWLP0ZkXPOLrXw7Tg, gPnezUoB9AcxE_qeBR_Dsw, edJEj384w4_09sivk6VblA, rS91MRNTRGikL4_acEfdNQ, bMSePKFYwjslP18fFmeHnA, EOIrXIWKMFcdn_7CPBacDQ, SZTscGkXeemMSGz1hN369Q, 1H1Cn5utCE5jxI5BXfpxgw, qqx5YwBV8OlHlpU2yPFPnA, ZxYgNB6Nuj6R50gXewLw5w, OcpxS8U7evLWyfw1K2pwng, 3Ua7O424qU24smW7QcmFbw, sa4wUK8fbCLqiUq4rC0h9A, 4F0BijndBJDS0hQEmqfm_A, 44IPobgBDnZuFJoGD3LrUQ, ismGKdAF86dKAqMnrA9ehw, alUUlKTAKiNh-32E7k22eQ, RYkinABdGJ2t0zIEvyMtkg, Y9oNrUa4jWjAVVgDeEf43w, 9clBVewke08oNI85nZWqEg, R47JPwtASV1o6OOAkeyNPw, KcwRRhds7XQxYeWxVp4Azw, F4oZPZacaqhlXUDQl4xBHQ, Uwt1-D5elADZQcrMc1vrUw, y11itP1bR1vOPQO_AWtDdg, vpqgTC91x4LdXWtwlkMNXA, L4uxvvEuc146Qo8wRipp6Q, shYLM4g_3C5LU4Jb7KW0eQ, PmTaA51J5EItUIST-PGCgA, EEwZgv8HU54yu-uFQ8RLEw, 5DuZbOCtUECYoWX7HPfMoA, NsuHPkhUQDht1_JBBu1gtQ, lUTdfcu2YMGuYuvBv1aoNw, JKONHsq59h7haSOafAw8Pw, cf5MBGjn-oNlvDIE7lC7wA, 6BLQWXu_1Ab5MyHpIBdPXw, XdLQep9R3V7EHwW2fjgK-g, 9XQZ3rBx7IgsUZkvY-6X-w, 8knws-sivtjAnrdbXSy5Jg, 686rS4I2WN3fLIeO31CwdQ, BsOHtPtVWsPj3cfJJJShtA, p3OjUSV9ueh33BkZHhVlhQ, ZgtZoGSo9JqS0a5C8xrl2A, mFe__wm3YmrUKmBTDHqE7A, LOZTPW1E6bb2iyATrEP7hw, U50S7xOcJ3R007HnLme2oA, 2wu9uDIDJxrz4RuKo99KDw, EX0-svXSfdwDyWCDuH-2yA, itWMQYbL5UVccVHgTrMloQ, lRHKneipYlS2D87Qz-16aA, yP6Ubn-tRtmJWnyxOfyCbQ, QZleAB0LVYrim9kT8liFLg, crFFYb94H7LHwl75VQMqhw, l1BRmIVQqvzHS7G0Txo01A, yGii2g8t_Ozznr-Qzh2kHw, VIEmJc9r5bGg3OOJiZTZiw, jG0JWOmHLTdEg65TvqtrqQ, 2JDxKJRvkeePPOMy4k8q3g, oRB5MHOl3Elh7DZqm4_htQ, SQVq_HoU4C4FNwDoU2HEqw, J9GsaMkJ0IPnqmDM1iBlVA, p9P8B1cDy4svagBPuXsjUA, y8lWDU5yJetM4-4tObZY-w, RKxrUwZsW2Tm_4BiACvQUw, bzUGParP-Ni0R4jaCgtLmg, pTFH0iIHOtytKGlAxUlm3A, LTmt7jG8_LI5BHUnmAfl2w, hUNHMxt_5B5x8vN7TwXVDw, TnObNPw4-Yj_9vJ6LyiUog, sFrEFoAMUg4IaCqDxFCtCg, n4TZSTUWKfKNsFHMxpAtOQ, 9pbzuhA56lf7waTdh7Yyeg, _CoXUxu-hyx18k6COX-TkQ, LGiWb-5i-Sy138BovnBuFA, ddw3f2HvJpBfJXtYWNIGsg, bvTHByyhpmH3Vp4Nrk1sNw, --iNdHx-d8k8GXYTFxPvKg, kKyx3G4I2ejhLFcXKVZaUw, ZF-1QU2jweLa59a5gYQptA, UZd_TFUcSgO0gRzLPZ8eIg, 0MHru-F6FwqHsZKsuZ90xA, wlVV8Nv2fKtUJzPqrKHmKg, Q8gGSIRekib09y_tmxiKvw, 2EZWKjv9Jj9wpGHD-1XXcA, qRVhPlSg2IpgA49_U-UK5g, bh8Tji4pyXx-kgL5Xl0Tfw, FbaJ4QOm6pJH_8mfemnxcw, zm-s_qmf9frZ1BRBhjIzSA, 2jeUyneKVMVeuMCQfLwQfg, ABnWrv303wCbVQMM0IbsrA",0,0,Yolie,0,0
4/18/2009,1,0,0,0,0,8,None,0,0,1,0,0,4.25,Pc5vc0RuoCa8YU6hD-y3Ow,0,PhZlPdJsoaEX2SWKPnfTvw,0,0,Anthony,0,0
1/8/2015,2,0,0,0,0,1,None,0,0,0,0,0,1,dz1RKDdHziTy0uw7VtXeXQ,0,"RVyNRipJXhEQko_eztWYyg, SaGyqyKgE06i7Kzi3rF5gA, fFLzv22ysXyCwvu3fYL9KQ, el0G07xxFAzsJW5kEHcAFw, hsWC3kV9SfnXfkCgRnie_g, IYseKQJkPo7-X4NvqsJttA, eLtPXPJ-SmQJq2x5JUUJeg, 4WYBQcGc3vXw7cfbUFVLjw, s-kqtvWyJzhXHaIt0uwufg, 7c9p46MngeLnyXdF3QIKCA, TX0Pu9PmgAzLUvJrexc9tQ, RJhDHkBRHYIoDyV2GqoUVg, SWtF3HSTvZtr-DYpKbhoow, dLTsoxRJtX4tu5y1tPf1Xg, tkVR3zWfLCJrzNXfEnp9nw, 8N29AVED7P9hHvM3NQk25g, -OkuJa7OvbqzCR3tM4NKYA, 1KA-KIBspOGunoe_WeWEvw, RvDC_CmXOdev3ZXRAvzMoQ, O4MMkFMWvFU8g0F0xz4cTQ, EVfLNawtP6ULyoo3VFHySw, RUwDBISkeZVJm3cCoaVGtw, ukNtaGypA7JGmEbRl6v-ZA, 0PbwusGaFv-ZMaIpTeK75w, U68VhTTsVjil9x1uWbTNnQ, EhJL2y0haFH1F3prnFrUHA, jZzaeuJwKqpzKByYO-IeyA, Wi9Ft_4xCNO8HeWbIvxFAQ, TV0P57VCShZkiRVdXh2XNQ, -8UzLBxjwivdgH-j3lH17Q, gRoj26zvTaQOWdRMHLgAMw, vCiRHIH8RPTdbbIQf5GRMA, 2qLa5CmPtconAzU8bSS0mg, s2Foj0vrfyYjHkHZ2HC91g, 8QPsgcaojwSA0SPMorj4WA, ff9673x7ssT74ozEEpfK_A, -GalKLUKnN--L3FKPRjltQ, mTQ6xy1bavcHnyDNKY7VTw, eYSjZg-nK8gH3dLR6cswEQ, _J__yuWW8Pr13bQB3hYy7w, OeMQPvXGo56C9dis53UZkA, 9MPikdsQDlvWCNJwTdMZNg, _9H-pMysl0bdeIMmSDttUg, ni4eCMNIbjdYAkFUM_Xw3g, DtPsjzdTfq6EHjHd-gjUdQ, vUZ30PZcxYV4sIBOTVNcVw, K_WZWRbgm5qjWLb-yfl_dw, jsmAQJJ9sHQNRvKQn_LbJg, uxk_w6wEEf-BgQWOaKFqVg, FdnNc_zBnz_wFExmqD7CVA, c1hWqDqUn3v95F2ITtV2TA, 8swKMwWr8ZsFPbKyY-kYIw, 7iffOr1bUWjLlOMXU9gNhw, XMi8jQGoKTbo3bpnDJMW7g, adccNwNG8Yolf-CyR0W-Og, -j31OGvNQYh8MzHa6VUxlQ, d3J59tf8haqb3RYbdLr4Qw, gNcHDTEYUiOB-GcpdEe09Q, i0okbMfHoRHx_gEfs8kNlw, UoQKJLqvJIN4s_yhA89W_A, oJnaG0IAmRji9BxKCk4MyQ, gWv15naBNmLJCY5OBpytdQ, KeU5_LYB76VG3KrKNNsX4w",0,0,Tisharra,0,0
1/17/2011,0,0,0,0,0,2,None,0,0,0,0,1,5,6OmHL9dwt5RmKwhGFgjvAA,0,"zudO7GgOaNbqlGDUhNQVgQ, gDy6k3AqlkcN4cEIkWnx_A, MnrQ-F2ROhy_utqxMqPvwQ, FvxKFy6N9_N-0E70oIjNhQ, 454B6XgX81gXMmR0CzG1bA, PHHBHfl3we1x4wMnYP5i2A, GRK_ujL4bH3Y2Bh_LKOTsQ, d32Pgwzo7xt3jFrqInZ4-g, 0Tw0hZ4Wi0rBAzwxE8vvAw, gMOB92qCnBO46CtdtgzRgw, ObPq6xiJ0Dm0BOHGCWqBeA, KJPJpfb5V7G49qWMKeWnmQ, k_DsKlu2zAX8_20p0nEdjw, vJ9_TkTG6jXmcReL2LE6TQ, zTdopcK9rn2Ub7_kbmzBYw, 9uTBgSzBPKLuUgC6KHgxTw, 8euCyEtOwwtPw_sJ2VEeRg, GZrHX0WzhiHn104MKkyLdw, bX0_kjpoNnXGa4bFQUCuYA, DskMAWgN9X2CGNX1WCSCMg, JwXwD_h9rJVINzRgQvO7Rw, WR9rSkLDL7epruIHSIurlQ, SJyaJNXZe7iyp_hJx75XKQ, QDNeYCCUrcNH9cTJPIAOIw, AH7JnMsQkgntNewkqHI7ww, nIIEEZcy0LLihBl4528X0A, JwMYA-8X-C5Emh_mC0Oe3A, LSQcCqkCWJRDc73CXPJy5w, -azkIejAHxNdzJ43Pke-MQ, OahhukD2J05LIrwpwoyZeA, 0iCrB76T7nZa7H_UDijLog, VCKv4Y56Qthsy4V3cKTX_Q",1,1,Colleen,0,0
4/26/2013,4,0,0,0,0,5,None,0,0,0,0,0,4.5,tGbVIKlZAPGrt3VjTn7gRA,0,"gMxSAPGVR-ubiG9wMUYSKg, WHy102b0fS_UTwmYFoNBHQ, 9npOcP9p3UyQD4iXtXEXuA, e5vurPnxdqpG3-ROi1SdjA, cLdKgHE2_rZlGprE2zRwMA, JyWjokEzmdW6w5e8xizpLw, SY-hmCyiAOSHwFo-NwOvrg, 1GDRgm2VY8t1Ofwgl8zPRA, oOvfXv-rkjZs-xWjsYJapQ, vTzJsg2HarN-NoXk1HLoGg, oktohqIGhMQxOP7h5ugHlg, WPN6xDHq2ksd9bNCOu7Jag, OaHLT_UMtNbhpTooX0qVpg, MjIrcDSRAFZnnLym4aT5MA, 2-gMqp9WnP-0bQbdLaL6nA, x0nAEjrCOtZtqkiA_u_jVg, FFNuFgqSiEdYpjkCQZBSzQ, w0bBIpFAmfw-l_lQfTjIBQ, tMxT5Ih7LmjjAAuBVAE4Rg, QxbGLPIDFUSyyqfv8CA7Rw, Yz90p1tkfWpZSFOmEe14Cw, OIobezHG4_6vlzGEN9Oq4Q, m_Rxl0H8K0MYtPWYaaOeOA, j7YvG_xFhQS7TBLY4dUxkg, fJnoXl1BE7qK7JKtm3Et0Q, dEZguCIbZci7ALFP5YXzig, gMeY1fVHY3TWBGoVV2bIuw, m78HGuo_4CU6DXCq987x9g, 2DvCShlt9ruEQymBoI1c8Q, UwlIBKrWTGGmCuCw7clNYQ, NvrSm770B8hjLai5wgYZ_w, waEcICj7noKoRgBE9n68_w, y6e2hWoGhITqiEYVCHtb9g, katWyceENWvFlssMusU_hg, AA20U2xCrUjrSp9Wncll0A, 41QSrc2DrOM5oRqsh0YyRg, zGGArx7EV6pTkSBngHld2w, Ww1EosnqX_NQ_tJKYSFOww, ZFxqssKvXekJQdtIDh4x4w, Uxo6vbOLUKtN5AHEYJckRQ, AEQJOYL7qebf1sj5pjdh0g, 1btivP9Z0uphJzmgoCDJbg, rdmOeJ69vzxsBRN6XV5Dhg, pmLT4jeh_kFM5WG653Pz-g, -CP5VWi76TPiCMN42YP2nA, p5iQCa1lhdZKHfQMzJo88g, he3Qj7NVrHD5SpjDnqoQ1w",0,1,Aaron,0,0
3/9/2012,0,0,0,0,0,5,None,0,0,0,0,0,1.33,5QGHEDr0V-3e-5NOyZU9Og,0,None,0,0,Hans,0,0
2/24/2014,0,0,0,0,0,1,None,0,0,0,0,0,1,RyZr6SqjWbFwFuPr6XIyOA,0,None,0,0,Valery,0,0
12/11/2015,0,0,0,0,0,5,None,0,0,0,0,0,3.8,2hDTGXVbYb03qN1ZPzOnpg,0,None,0,0,Sassy,0,0
11/5/2010,2,0,0,0,0,8,None,0,0,0,0,0,4,rdHS6gsuJ4OUuriCrlhiKw,0,None,0,0,Bahar,0,0
4/18/2014,11,0,0,0,0,11,None,0,0,0,0,0,3.86,4M6GVM28NHQ7BhM9wG7p0w,0,None,0,0,Kylie,0,0
2/23/2014,0,0,0,0,0,3,None,0,0,0,0,0,3,XuhHEe8fvBERIxEPKMaIPQ,0,None,0,0,Ken,0,0
10/25/2017,0,0,0,0,0,1,None,0,0,0,0,0,5,MeRX3U8rretG80nAOdTv-g,0,None,0,0,Deven,0,0
3/2/2011,0,0,0,0,0,163,None,0,0,0,0,0,3.76,mN1eee0_j-dglmm57NAf3w,0,None,0,0,j,0,0
3/26/2014,0,0,0,0,0,1,None,0,0,0,0,0,1,GT7EWBgsoWfy6OzrzDEBfg,0,None,0,0,Cee,0,0
7/10/2014,0,0,0,0,0,2,None,0,0,0,0,0,5,EbVuN0Ir0-hfvP7c5pfc3B,0,None,0,0,Michael,0,0
9/27/2014,0,0,0,0,0,3,None,0,0,0,0,0,3.67,DzJvholvspOEYW6wYqOs8Q,0,None,0,0,Hala,0,0
2/20/2016,0,0,0,0,0,4,None,0,0,0,0,0,5,3_-fbHJCdv59Bg-sidM-Tw,0,None,0,0,Vaughn,0,0
5/2/2015,0,0,0,0,0,5,None,0,0,0,0,0,4.8,6DoRkChoTpUYXOeNSnyJqQ,0,None,0,0,Emili,0,0
3/3/2013,1,0,0,0,1,2,None,0,0,0,0,0,3.5,ctmN5z3jzsGuE475qto3qw,0,None,0,0,Bo,0,0
9/2/2008,6,0,0,0,1,5,None,0,0,0,0,0,2.6,bJPSSCDJjWA1e2mOeBPNtA,0,None,0,0,Samie,0,0
12/31/2011,5,0,0,0,0,32,None,0,1,0,0,0,3.54,68qmfoSUXpPUaXz_VEyqzA,0,None,0,0,Mary,0,0
11/8/2015,1,0,0,0,0,4,None,0,0,0,0,0,3.75,SMF7KR-F9TuGbLeWKHL4Yg,0,None,0,0,Roaming,0,0
2/21/2016,0,0,0,0,0,3,None,0,0,0,0,0,1.67,EbVuN0Ir0-hfvP7c5pfc3B,0,None,0,0,K,0,0
4/18/2016,0,0,0,0,0,1,None,0,0,0,0,0,1,wt86obnnh_w5wJxjErl3Kg,0,None,0,0,Laura,0,0
4/12/2014,0,0,0,0,1,1,None,0,0,0,0,0,1,f-pgBX5PEBtG9KzsRNHEMA,0,None,0,0,Claire,0,0
11/14/2015,0,0,0,0,0,1,None,0,0,0,0,0,1,5xK6mmJP5VQGp4C_6NlT2w,0,None,0,0,Clive,0,0
7/7/2014,0,0,0,0,0,1,None,0,0,0,0,0,3,JpUsdHmP-viaSzcHkVRjAw,0,None,0,1,Daniel,0,0
1/15/2015,0,0,0,0,0,1,None,0,0,0,0,0,1,7jKcsYvZPlAjPB-SrI7VZA,0,None,0,0,David,0,0
7/31/2016,0,0,0,0,0,1,None,0,0,0,0,0,1,M8fiVDPrsDP5HKLkw1oR6Q,0,None,0,0,Michelle,0,0
10/1/2012,1,0,0,0,0,7,None,0,0,1,0,0,2,JsQNRWZIJ7dSdveV3vANcw,0,None,0,1,Lee,0,0
9/3/2014,0,0,0,0,0,1,None,0,0,0,0,0,5,D88RBhqHDxWVcm0UqSDJ6Q,0,None,0,0,Leah,0,0
11/3/2013,0,0,0,0,0,2,None,0,0,0,0,0,5,vHRqK5Fi7Z-c_2sjJHtulg,0,None,0,0,Jen,0,0
